transaction_id,sender_id,receiver_id,amount_inr,date,method
T00918,P0175,P0081,4227.17,2026-01-27,CARD
T00919,P0055,P0371,2547.46,2026-05-17,BANK_TRANSFER
T00920,P0215,P0025,4252.54,2026-07-15,UPI
T00921,P0225,P0088,8594.74,2026-06-02,UPI
T00922,P0294,P0123,1601.65,2026-03-04,CARD
T00923,P0294,P0176,4049.61,2026-07-24,CARD
T00924,P0100,P0405,2079.54,2026-03-02,BANK_TRANSFER
T00925,P0376,P0001,9471.45,2026-07-24,BANK_TRANSFER
T00926,P0022,P0204,1076.48,2026-07-21,UPI
T00927,P0345,P0370,2328.23,2026-06-18,CARD
T00928,P0130,P0140,4923.47,2026-06-05,UPI
T00929,P0204,P0129,12738.95,2026-05-03,UPI
T00930,P0464,P0381,3454.39,2026-01-26,UPI
T00931,P0407,P0455,2335.17,2026-03-02,CARD
T00932,P0292,P0193,16398.18,2026-08-13,CARD
T00933,P0018,P0153,1143.2,2026-01-26,BANK_TRANSFER
T00934,P0074,P0126,627.01,2026-03-04,BANK_TRANSFER
T00935,P0062,P0357,5177.16,2026-08-11,UPI
T00936,P0309,P0193,2436.59,2026-08-19,UPI
T00937,P0456,P0296,1608.43,2026-07-01,BANK_TRANSFER
T00938,P0268,P0221,6416.87,2026-06-08,UPI
T00939,P0487,P0139,4425.07,2026-04-09,UPI
T00940,P0092,P0017,2318.64,2026-08-27,UPI
T00941,P0462,P0147,1307.35,2026-04-03,CARD
T00942,P0024,P0478,7317.07,2026-08-15,UPI
T00943,P0085,P0074,6125.16,2026-08-09,CARD
T00944,P0477,P0487,3363.24,2026-06-17,CARD
T00945,P0099,P0376,15951.52,2026-07-16,BANK_TRANSFER
T00946,P0085,P0277,1546.78,2026-07-02,UPI
T00947,P0249,P0397,1074.47,2026-07-23,CARD
T00948,P0242,P0342,2093.25,2026-08-07,CARD
T00949,P0391,P0449,3510.56,2026-01-04,UPI
T00950,P0033,P0413,4423.43,2026-04-02,CARD
T00951,P0180,P0089,3001.93,2026-03-07,CARD
T00952,P0114,P0187,4825.38,2026-03-05,UPI
T00953,P0239,P0253,1337.78,2026-06-02,BANK_TRANSFER
T00954,P0147,P0408,11556.6,2026-01-13,CARD
T00955,P0124,P0323,3409.36,2026-03-09,BANK_TRANSFER
T00956,P0282,P0349,8900.27,2026-07-18,BANK_TRANSFER
T00957,P0210,P0018,4789.5,2026-05-28,UPI
T00958,P0475,P0479,5246.95,2026-03-14,UPI
T00959,P0203,P0371,5743.44,2026-06-11,CARD
T00960,P0160,P0067,5209.12,2026-08-19,UPI
T00961,P0101,P0338,6088.63,2026-08-02,UPI
T00962,P0062,P0455,10544.1,2026-05-22,BANK_TRANSFER
T00963,P0040,P0380,4260.82,2026-07-20,CARD
T00964,P0389,P0018,6420.19,2026-05-16,CARD
T00965,P0195,P0038,3388.73,2026-01-05,CARD
T00966,P0439,P0219,11522.92,2026-06-09,BANK_TRANSFER
T00967,P0043,P0301,2119.4,2026-01-25,BANK_TRANSFER
T00968,P0102,P0251,15378.91,2026-08-28,UPI
T00969,P0086,P0317,3525.84,2026-07-15,UPI
T00970,P0170,P0006,1159.08,2026-04-11,BANK_TRANSFER
T00971,P0399,P0424,4033.88,2026-03-08,BANK_TRANSFER
T00972,P0419,P0096,2111.51,2026-05-13,CARD
T00973,P0138,P0396,7133.2,2026-06-26,BANK_TRANSFER
T00974,P0005,P0151,2160.08,2026-06-28,UPI
T00975,P0044,P0300,2547.97,2026-01-13,BANK_TRANSFER
T00976,P0386,P0202,803.01,2026-04-06,UPI
T00977,P0345,P0207,2535.52,2026-08-20,UPI
T00978,P0390,P0060,523.69,2026-02-27,BANK_TRANSFER
T00979,P0261,P0173,1025.44,2026-02-06,BANK_TRANSFER
T00980,P0309,P0365,6689.75,2026-03-22,BANK_TRANSFER
T00981,P0092,P0408,6827.0,2026-02-13,CARD
T00982,P0150,P0484,5117.22,2026-03-25,UPI
T00983,P0067,P0451,1679.78,2026-03-12,UPI
T00984,P0280,P0132,3504.6,2026-02-18,BANK_TRANSFER
T00985,P0170,P0405,3630.47,2026-08-13,UPI
T00986,P0251,P0208,1441.31,2026-06-22,BANK_TRANSFER
T00987,P0083,P0082,12121.29,2026-05-28,BANK_TRANSFER
T00988,P0431,P0267,7345.84,2026-04-14,BANK_TRANSFER
T00989,P0008,P0256,3051.01,2026-04-08,CARD
T00990,P0145,P0025,3720.11,2026-04-24,UPI
T00991,P0242,P0262,4301.44,2026-04-13,CARD
T00992,P0058,P0181,710.96,2026-03-28,BANK_TRANSFER
T00993,P0213,P0268,2987.7,2026-07-13,CARD
T00994,P0266,P0013,2109.94,2026-01-16,CARD
T00995,P0190,P0214,1633.87,2026-06-08,UPI
T00996,P0013,P0026,2907.71,2026-03-26,UPI
T00997,P0249,P0187,15338.93,2026-01-20,UPI
T00998,P0355,P0210,6079.48,2026-01-09,BANK_TRANSFER
T00999,P0448,P0003,2305.51,2026-03-18,UPI
T01000,P0121,P0459,5756.39,2026-04-15,UPI
T01001,P0136,P0073,11153.23,2026-02-07,BANK_TRANSFER
T01002,P0148,P0231,7628.96,2026-03-16,CARD
T01003,P0117,P0297,3818.85,2026-03-21,UPI
T01004,P0351,P0209,2169.93,2026-05-28,CARD
T01005,P0168,P0134,6365.06,2026-03-16,BANK_TRANSFER
T01006,P0380,P0449,4987.99,2026-03-20,UPI
T01007,P0374,P0390,7451.38,2026-04-13,CARD
T01008,P0294,P0447,6051.96,2026-04-05,BANK_TRANSFER
T01009,P0016,P0348,8430.76,2026-08-06,CARD
T01010,P0044,P0401,2372.77,2026-06-20,CARD
T01011,P0054,P0323,10445.38,2026-07-03,CARD
T01012,P0257,P0014,4264.5,2026-01-20,CARD
T01013,P0288,P0371,19152.89,2026-01-09,UPI
T01014,P0320,P0107,2097.81,2026-04-13,CARD
T01015,P0091,P0225,14599.92,2026-03-09,BANK_TRANSFER
T01016,P0169,P0425,4265.56,2026-03-06,BANK_TRANSFER
T01017,P0185,P0309,2162.17,2026-05-05,BANK_TRANSFER
T01018,P0251,P0120,2472.27,2026-03-23,CARD
T01019,P0364,P0362,2817.83,2026-08-06,UPI
T01020,P0459,P0076,5111.93,2026-02-26,BANK_TRANSFER
T01021,P0179,P0122,5531.8,2026-03-11,UPI
T01022,P0398,P0050,2300.86,2026-07-20,CARD
T01023,P0097,P0398,3570.7,2026-03-19,BANK_TRANSFER
T01024,P0130,P0186,20207.65,2026-02-03,CARD
T01025,P0341,P0203,14501.89,2026-06-27,CARD
T01026,P0400,P0401,5161.89,2026-02-14,UPI
T01027,P0280,P0205,3753.35,2026-03-25,BANK_TRANSFER
T01028,P0427,P0304,4007.91,2026-06-04,UPI
T01029,P0103,P0298,5948.02,2026-07-14,CARD
T01030,P0003,P0487,1606.42,2026-06-27,BANK_TRANSFER
T01031,P0166,P0433,2963.42,2026-03-21,CARD
T01032,P0208,P0203,958.27,2026-05-16,UPI
T01033,P0500,P0349,5010.94,2026-02-17,UPI
T01034,P0109,P0468,6110.46,2026-03-22,UPI
T01035,P0233,P0080,2473.65,2026-04-24,CARD
T01036,P0061,P0299,12825.48,2026-02-18,BANK_TRANSFER
T01037,P0499,P0205,1365.65,2026-06-12,UPI
T01038,P0397,P0211,1128.34,2026-04-14,CARD
T01039,P0356,P0341,4357.1,2026-06-26,UPI
T01040,P0497,P0194,8414.22,2026-08-24,BANK_TRANSFER
T01041,P0333,P0448,14004.61,2026-06-12,CARD
T01042,P0317,P0481,2522.21,2026-02-20,BANK_TRANSFER
T01043,P0423,P0212,8629.52,2026-08-13,UPI
T01044,P0380,P0095,3530.49,2026-03-07,BANK_TRANSFER
T01045,P0141,P0157,3171.3,2026-06-22,UPI
T01046,P0434,P0149,7382.95,2026-04-15,CARD
T01047,P0003,P0378,6135.57,2026-05-07,CARD
T01048,P0129,P0499,1031.62,2026-03-10,CARD
T01049,P0054,P0437,11863.63,2026-07-05,BANK_TRANSFER
T01050,P0102,P0062,10982.66,2026-08-15,BANK_TRANSFER
T01051,P0392,P0140,2207.35,2026-05-05,UPI
T01052,P0075,P0051,4997.25,2026-03-22,BANK_TRANSFER
T01053,P0068,P0496,5405.78,2026-02-26,CARD
T01054,P0407,P0303,4485.2,2026-08-07,CARD
T01055,P0048,P0343,2344.33,2026-01-08,BANK_TRANSFER
T01056,P0228,P0105,2127.5,2026-02-15,BANK_TRANSFER
T01057,P0052,P0017,3567.27,2026-03-19,BANK_TRANSFER
T01058,P0277,P0122,9303.85,2026-06-01,CARD
T01059,P0377,P0106,5624.46,2026-04-06,BANK_TRANSFER
T01060,P0052,P0013,2706.76,2026-05-11,UPI
T01061,P0377,P0490,6750.41,2026-06-03,UPI
T01062,P0163,P0333,372.85,2026-07-24,UPI
T01063,P0345,P0363,9127.18,2026-05-08,UPI
T01064,P0357,P0226,905.27,2026-02-20,CARD
T01065,P0494,P0324,2724.52,2026-02-13,UPI
T01066,P0477,P0413,1486.63,2026-04-25,BANK_TRANSFER
T01067,P0134,P0229,1292.4,2026-02-23,BANK_TRANSFER
T01068,P0447,P0134,9215.68,2026-04-08,CARD
T01069,P0325,P0260,2504.49,2026-03-11,BANK_TRANSFER
T01070,P0056,P0249,4803.99,2026-07-18,CARD
T01071,P0494,P0073,3506.82,2026-03-02,BANK_TRANSFER
T01072,P0473,P0277,5332.81,2026-03-19,CARD
T01073,P0304,P0462,3871.73,2026-05-11,CARD
T01074,P0353,P0022,1304.54,2026-03-17,BANK_TRANSFER
T01075,P0178,P0236,8078.92,2026-02-22,CARD
T01076,P0214,P0294,2452.82,2026-02-25,CARD
T01077,P0340,P0330,1048.1,2026-02-14,CARD
T01078,P0091,P0190,2585.07,2026-05-20,CARD
T01079,P0101,P0055,12095.73,2026-05-11,UPI
T01080,P0374,P0215,7188.07,2026-06-04,UPI
T01081,P0112,P0472,2754.74,2026-07-04,UPI
T01082,P0213,P0239,2753.41,2026-05-28,BANK_TRANSFER
T01083,P0042,P0221,2814.93,2026-02-14,UPI
T01084,P0164,P0140,19175.69,2026-04-08,BANK_TRANSFER
T01085,P0350,P0011,4942.11,2026-08-25,CARD
T01086,P0407,P0356,5136.02,2026-04-13,BANK_TRANSFER
T01087,P0041,P0066,8301.79,2026-08-23,BANK_TRANSFER
T01088,P0248,P0003,4407.36,2026-07-20,BANK_TRANSFER
T01089,P0494,P0123,2959.47,2026-02-06,UPI
T01090,P0233,P0405,3111.69,2026-05-28,UPI
T01091,P0340,P0352,3438.25,2026-07-20,BANK_TRANSFER
T01092,P0072,P0305,3534.13,2026-07-15,UPI
T01093,P0438,P0027,6516.57,2026-05-03,CARD
T01094,P0221,P0087,3795.44,2026-04-03,CARD
T01095,P0388,P0055,6542.74,2026-07-15,CARD
T01096,P0474,P0454,3413.27,2026-08-11,CARD
T01097,P0354,P0480,3877.35,2026-07-23,BANK_TRANSFER
T01098,P0252,P0494,736.15,2026-05-01,UPI
T01099,P0312,P0421,7578.44,2026-03-21,BANK_TRANSFER
T01100,P0177,P0127,4803.94,2026-02-15,BANK_TRANSFER
T01101,P0168,P0410,8090.19,2026-01-09,BANK_TRANSFER
T01102,P0430,P0053,358.88,2026-07-04,BANK_TRANSFER
T01103,P0362,P0120,19354.88,2026-05-02,UPI
T01104,P0309,P0447,3256.24,2026-08-05,BANK_TRANSFER
T01105,P0245,P0173,8835.62,2026-05-12,BANK_TRANSFER
T01106,P0215,P0420,1584.58,2026-01-19,BANK_TRANSFER
T01107,P0046,P0133,5944.48,2026-03-12,CARD
T01108,P0386,P0032,1567.55,2026-06-13,UPI
T01109,P0210,P0347,2210.52,2026-01-07,CARD
T01110,P0170,P0331,16835.16,2026-06-06,CARD
T01111,P0387,P0268,3125.83,2026-03-07,UPI
T01112,P0482,P0108,4332.7,2026-03-20,CARD
T01113,P0219,P0249,7303.1,2026-04-27,BANK_TRANSFER
T01114,P0104,P0478,5412.93,2026-06-18,CARD
T01115,P0350,P0344,4106.54,2026-06-20,CARD
T01116,P0056,P0447,4875.46,2026-08-25,BANK_TRANSFER
T01117,P0210,P0127,24902.72,2026-06-17,BANK_TRANSFER
T01118,P0361,P0411,3476.93,2026-03-05,BANK_TRANSFER
T01119,P0365,P0332,4276.45,2026-05-08,BANK_TRANSFER
T01120,P0355,P0209,8438.19,2026-04-14,BANK_TRANSFER
T01121,P0091,P0258,8816.86,2026-08-04,UPI
T01122,P0237,P0416,9410.9,2026-02-26,BANK_TRANSFER
T01123,P0190,P0441,6069.21,2026-04-21,BANK_TRANSFER
T01124,P0306,P0388,1459.13,2026-06-12,UPI
T01125,P0311,P0138,13450.15,2026-06-26,UPI
T01126,P0218,P0341,1455.24,2026-06-17,CARD
T01127,P0066,P0311,4638.32,2026-05-18,BANK_TRANSFER
T01128,P0121,P0401,1991.37,2026-01-20,CARD
T01129,P0375,P0237,3458.84,2026-03-17,BANK_TRANSFER
T01130,P0167,P0356,4736.29,2026-05-04,BANK_TRANSFER
T01131,P0298,P0105,4708.32,2026-05-08,UPI
T01132,P0160,P0460,5102.76,2026-02-09,UPI
T01133,P0467,P0037,13239.62,2026-06-09,BANK_TRANSFER
T01134,P0370,P0448,5233.46,2026-01-19,BANK_TRANSFER
T01135,P0237,P0432,2994.93,2026-07-05,BANK_TRANSFER
T01136,P0466,P0074,7873.59,2026-06-16,BANK_TRANSFER
T01137,P0017,P0159,9429.29,2026-01-25,BANK_TRANSFER
T01138,P0082,P0382,1363.64,2026-08-21,CARD
T01139,P0239,P0476,5871.82,2026-01-07,BANK_TRANSFER
T01140,P0129,P0472,6380.09,2026-08-14,BANK_TRANSFER
T01141,P0479,P0417,2869.66,2026-04-02,BANK_TRANSFER
T01142,P0405,P0494,10944.21,2026-08-19,CARD
T01143,P0251,P0165,3229.09,2026-02-22,CARD
T01144,P0001,P0299,4025.73,2026-01-13,CARD
T01145,P0336,P0182,3170.18,2026-02-20,BANK_TRANSFER
T01146,P0012,P0250,3686.61,2026-03-27,UPI
T01147,P0144,P0487,1514.71,2026-07-04,BANK_TRANSFER
T01148,P0372,P0022,1150.51,2026-05-04,CARD
T01149,P0380,P0033,13037.75,2026-08-02,CARD
T01150,P0079,P0289,1849.06,2026-03-05,UPI
T01151,P0301,P0074,1647.29,2026-06-03,CARD
T01152,P0108,P0317,650.21,2026-01-01,UPI
T01153,P0300,P0353,2183.82,2026-06-02,UPI
T01154,P0401,P0377,1263.36,2026-02-10,BANK_TRANSFER
T01155,P0132,P0463,13542.82,2026-08-06,CARD
T01156,P0293,P0029,8166.97,2026-06-12,BANK_TRANSFER
T01157,P0065,P0124,2099.55,2026-08-17,UPI
T01158,P0356,P0317,22069.43,2026-01-09,CARD
T01159,P0492,P0469,7985.74,2026-08-12,BANK_TRANSFER
T01160,P0360,P0395,2807.74,2026-05-11,BANK_TRANSFER
T01161,P0476,P0279,492.98,2026-05-10,UPI
T01162,P0423,P0196,22759.87,2026-04-07,UPI
T01163,P0422,P0484,1197.92,2026-04-25,CARD
T01164,P0286,P0279,976.21,2026-05-24,BANK_TRANSFER
T01165,P0176,P0034,8250.72,2026-01-07,CARD
T01166,P0149,P0288,25637.26,2026-04-26,UPI
T01167,P0287,P0071,11019.46,2026-05-03,UPI
T01168,P0022,P0061,5716.59,2026-07-26,UPI
T01169,P0208,P0339,5859.41,2026-05-22,CARD
T01170,P0135,P0412,7206.46,2026-01-07,BANK_TRANSFER
T01171,P0328,P0382,6681.8,2026-04-28,BANK_TRANSFER
T01172,P0475,P0478,4559.43,2026-02-16,CARD
T01173,P0248,P0379,3957.47,2026-04-07,BANK_TRANSFER
T01174,P0368,P0352,3463.12,2026-04-25,CARD
T01175,P0323,P0022,1991.87,2026-08-04,CARD
T01176,P0369,P0419,2908.7,2026-03-27,UPI
T01177,P0321,P0436,939.77,2026-03-03,BANK_TRANSFER
T01178,P0344,P0009,3365.49,2026-07-22,UPI
T01179,P0292,P0085,1650.98,2026-04-03,CARD
T01180,P0476,P0193,1505.87,2026-08-21,CARD
T01181,P0267,P0059,4204.52,2026-02-22,UPI
T01182,P0279,P0411,11087.81,2026-01-05,UPI
T01183,P0471,P0278,7590.5,2026-04-13,CARD
T01184,P0349,P0246,1036.49,2026-01-25,CARD
T01185,P0072,P0409,1649.62,2026-06-15,CARD
T01186,P0452,P0163,7728.09,2026-04-26,BANK_TRANSFER
T01187,P0217,P0159,1659.07,2026-05-22,UPI
T01188,P0463,P0036,3042.07,2026-04-12,BANK_TRANSFER
T01189,P0466,P0400,5653.57,2026-08-23,UPI
T01190,P0268,P0201,1677.94,2026-04-19,CARD
T01191,P0360,P0201,3961.19,2026-03-10,UPI
T01192,P0340,P0081,1252.35,2026-04-17,CARD
T01193,P0135,P0496,2250.5,2026-03-02,UPI
T01194,P0037,P0244,4702.39,2026-06-20,UPI
T01195,P0134,P0165,1018.01,2026-01-20,UPI
T01196,P0308,P0330,5179.06,2026-01-21,UPI
T01197,P0319,P0346,3584.2,2026-06-25,BANK_TRANSFER
T01198,P0071,P0267,5664.6,2026-07-20,UPI
T01199,P0315,P0175,4355.22,2026-04-19,CARD
T01200,P0401,P0482,10843.41,2026-02-01,BANK_TRANSFER
T01201,P0436,P0368,950000.0,2026-08-08,UPI
T01202,P0110,P0471,2582.4,2026-03-15,BANK_TRANSFER
T01203,P0497,P0164,4015.18,2026-04-25,BANK_TRANSFER
T01204,P0277,P0343,5623.1,2026-01-28,UPI
T01205,P0355,P0154,3786.09,2026-07-13,CARD
T01206,P0316,P0295,3761.12,2026-03-08,CARD
T01207,P0186,P0281,2076.43,2026-06-24,BANK_TRANSFER
T01208,P0379,P0094,2142.39,2026-01-03,UPI
T01209,P0349,P0473,1185.5,2026-02-21,CARD
T01210,P0487,P0463,14759.78,2026-06-22,BANK_TRANSFER
T01211,P0156,P0397,1346.02,2026-05-18,BANK_TRANSFER
T01212,P0252,P0305,2091.58,2026-03-01,BANK_TRANSFER
T01213,P0139,P0030,2049.34,2026-06-04,CARD
T01214,P0422,P0354,7449.78,2026-08-01,UPI
T01215,P0348,P0069,2875.67,2026-03-04,CARD
T01216,P0334,P0232,9879.27,2026-08-11,CARD
T01217,P0314,P0028,2124.32,2026-03-12,BANK_TRANSFER
T01218,P0384,P0460,4551.42,2026-04-19,UPI
T01219,P0014,P0493,1866.32,2026-04-06,UPI
T01220,P0354,P0141,20254.24,2026-02-24,UPI
T01221,P0118,P0328,1407.99,2026-08-05,CARD
T01222,P0391,P0035,4665.06,2026-01-05,CARD
T01223,P0233,P0089,6045.21,2026-06-27,BANK_TRANSFER
T01224,P0168,P0183,5069.71,2026-02-05,BANK_TRANSFER
T01225,P0110,P0238,3139.35,2026-01-21,UPI
T01226,P0253,P0391,3281.79,2026-07-25,CARD
T01227,P0382,P0109,3770.83,2026-04-23,UPI
T01228,P0408,P0093,3236.99,2026-03-12,UPI
T01229,P0240,P0199,7872.28,2026-07-14,CARD
T01230,P0319,P0313,21341.7,2026-03-04,UPI
T01231,P0251,P0147,2330.89,2026-07-06,UPI
T01232,P0437,P0107,1217.02,2026-04-10,BANK_TRANSFER
T01233,P0296,P0456,3392.68,2026-06-18,UPI
T01234,P0328,P0319,28674.61,2026-06-13,BANK_TRANSFER
T01235,P0204,P0082,1914.21,2026-02-19,UPI
T01236,P0307,P0479,13511.46,2026-06-28,CARD
T01237,P0017,P0299,13935.02,2026-05-28,BANK_TRANSFER
T01238,P0039,P0385,2338.18,2026-05-16,BANK_TRANSFER
T01239,P0471,P0107,5739.84,2026-08-14,UPI
T01240,P0387,P0232,13396.08,2026-03-12,BANK_TRANSFER
T01241,P0479,P0150,2688.39,2026-06-18,BANK_TRANSFER
T01242,P0466,P0160,3093.74,2026-08-14,BANK_TRANSFER
T01243,P0299,P0184,2286.22,2026-06-22,BANK_TRANSFER
T01244,P0249,P0371,1616.78,2026-01-11,UPI
T01245,P0288,P0209,2165.87,2026-06-27,UPI
T01246,P0203,P0238,1367.65,2026-07-09,BANK_TRANSFER
T01247,P0035,P0051,3741.59,2026-06-19,CARD
T01248,P0003,P0161,1966.52,2026-03-28,BANK_TRANSFER
T01249,P0212,P0258,4389.76,2026-08-01,BANK_TRANSFER
T01250,P0447,P0085,1048.68,2026-07-09,BANK_TRANSFER
T01251,P0491,P0313,4744.32,2026-08-20,BANK_TRANSFER
T01252,P0024,P0435,7092.71,2026-01-26,BANK_TRANSFER
T01253,P0353,P0204,738.79,2026-07-27,UPI
T01254,P0355,P0488,4911.06,2026-07-08,CARD
T01255,P0361,P0401,9721.89,2026-03-17,BANK_TRANSFER
T01256,P0017,P0367,1383.38,2026-05-04,BANK_TRANSFER
T01257,P0073,P0391,13877.97,2026-08-11,UPI
T01258,P0440,P0409,5090.93,2026-03-01,CARD
T01259,P0315,P0081,2071.42,2026-03-11,UPI
T01260,P0057,P0095,3482.08,2026-04-18,UPI
T01261,P0090,P0298,5691.12,2026-05-09,CARD
T01262,P0420,P0196,3869.2,2026-03-16,BANK_TRANSFER
T01263,P0125,P0166,5602.7,2026-02-28,BANK_TRANSFER
T01264,P0262,P0238,1743.17,2026-05-19,BANK_TRANSFER
T01265,P0323,P0047,4169.24,2026-06-22,UPI
T01266,P0068,P0345,1175.01,2026-06-09,BANK_TRANSFER
T01267,P0386,P0413,3330.97,2026-04-24,CARD
T01268,P0161,P0115,1766.71,2026-04-11,CARD
T01269,P0443,P0339,2021.46,2026-05-19,CARD
T01270,P0322,P0429,9787.63,2026-02-14,CARD
T01271,P0178,P0115,8717.15,2026-06-25,CARD
T01272,P0332,P0308,5927.22,2026-06-05,UPI
T01273,P0282,P0367,1519.52,2026-08-21,CARD
T01274,P0165,P0041,2826.72,2026-03-01,CARD
T01275,P0355,P0023,9609.22,2026-02-18,UPI
T01276,P0255,P0342,4078.05,2026-05-25,CARD
T01277,P0235,P0128,23282.65,2026-02-04,UPI
T01278,P0148,P0458,4987.32,2026-07-08,UPI
T01279,P0217,P0436,4245.6,2026-01-19,CARD
T01280,P0313,P0368,2843.26,2026-02-28,UPI
T01281,P0162,P0343,4051.46,2026-01-10,CARD
T01282,P0385,P0165,3222.86,2026-07-21,UPI
T01283,P0317,P0336,6415.59,2026-08-21,BANK_TRANSFER
T01284,P0032,P0015,7827.21,2026-06-20,BANK_TRANSFER
T01285,P0188,P0398,1941.49,2026-04-09,CARD
T01286,P0149,P0184,1255.15,2026-05-06,UPI
T01287,P0009,P0367,838.01,2026-05-06,UPI
T01288,P0347,P0261,5466.5,2026-05-27,UPI
T01289,P0449,P0264,1506.14,2026-03-18,CARD
T01290,P0475,P0487,650.47,2026-07-11,BANK_TRANSFER
T01291,P0292,P0019,4968.45,2026-08-18,BANK_TRANSFER
T01292,P0090,P0167,26752.94,2026-06-02,CARD
T01293,P0192,P0160,3623.31,2026-02-11,UPI
T01294,P0311,P0025,7120.92,2026-04-15,BANK_TRANSFER
T01295,P0428,P0230,3887.27,2026-08-01,BANK_TRANSFER
T01296,P0425,P0402,3364.01,2026-07-22,UPI
T01297,P0440,P0350,7595.12,2026-07-03,CARD
T01298,P0217,P0301,2886.44,2026-05-04,UPI
T01299,P0390,P0187,4509.38,2026-02-06,CARD
T01300,P0135,P0404,4709.6,2026-04-13,CARD
T01301,P0161,P0398,2133.52,2026-06-19,BANK_TRANSFER
T01302,P0276,P0497,8051.66,2026-03-16,BANK_TRANSFER
T01303,P0378,P0032,3165.39,2026-07-19,CARD
T01304,P0434,P0068,1989.03,2026-03-14,CARD
T01305,P0430,P0337,5592.65,2026-02-27,BANK_TRANSFER
T01306,P0199,P0289,1774.41,2026-05-20,UPI
T01307,P0223,P0454,3723.97,2026-01-28,CARD
T01308,P0331,P0092,3614.49,2026-08-14,UPI
T01309,P0010,P0006,8679.48,2026-03-23,UPI
T01310,P0182,P0417,5322.82,2026-02-22,UPI
T01311,P0014,P0473,3568.78,2026-05-12,CARD
T01312,P0363,P0399,7003.83,2026-07-19,UPI
T01313,P0172,P0488,11071.9,2026-08-07,CARD
T01314,P0134,P0308,5688.76,2026-05-07,CARD
T01315,P0178,P0475,3671.23,2026-07-07,UPI
T01316,P0245,P0184,1274.78,2026-05-19,CARD
T01317,P0044,P0125,1552.95,2026-08-23,CARD
T01318,P0255,P0446,2852.13,2026-01-04,CARD
T01319,P0265,P0046,2235.88,2026-02-04,CARD
T01320,P0119,P0120,3135.12,2026-08-20,BANK_TRANSFER
T01321,P0450,P0343,3809.75,2026-03-07,UPI
T01322,P0049,P0137,5562.23,2026-04-06,BANK_TRANSFER
T01323,P0042,P0323,3441.29,2026-08-01,CARD
T01324,P0239,P0450,5373.32,2026-02-05,BANK_TRANSFER
T01325,P0258,P0249,3833.68,2026-07-08,UPI
T01326,P0382,P0262,749.67,2026-08-25,CARD
T01327,P0331,P0021,1717.34,2026-02-07,CARD
T01328,P0486,P0089,3244.54,2026-03-24,UPI
T01329,P0426,P0260,1383.32,2026-03-06,UPI
T01330,P0157,P0145,5883.71,2026-05-22,CARD
T01331,P0123,P0442,12389.45,2026-06-04,CARD
T01332,P0252,P0264,9652.86,2026-02-14,BANK_TRANSFER
T01333,P0301,P0181,3069.43,2026-08-04,UPI
T01334,P0411,P0149,11999.03,2026-03-22,BANK_TRANSFER
T01335,P0319,P0303,4100.79,2026-01-01,CARD
T01336,P0401,P0444,2780.35,2026-03-17,BANK_TRANSFER
T01337,P0085,P0069,2228.93,2026-05-25,UPI
T01338,P0256,P0023,2858.42,2026-02-18,CARD
T01339,P0425,P0485,2669.0,2026-04-28,CARD
T01340,P0403,P0049,4172.76,2026-04-16,BANK_TRANSFER
T01341,P0347,P0142,4140.03,2026-04-09,UPI
T01342,P0115,P0456,3649.83,2026-01-27,BANK_TRANSFER
T01343,P0379,P0342,5164.43,2026-08-19,UPI
T01344,P0171,P0363,9438.17,2026-02-16,UPI
T01345,P0115,P0126,7782.58,2026-06-17,UPI
T01346,P0120,P0210,1109.96,2026-03-25,UPI
T01347,P0025,P0042,471.95,2026-06-28,UPI
T01348,P0314,P0490,7688.31,2026-08-20,BANK_TRANSFER
T01349,P0284,P0189,1219.87,2026-05-13,UPI
T01350,P0042,P0048,3041.75,2026-07-15,UPI
T01351,P0325,P0028,1427.83,2026-07-06,UPI
T01352,P0264,P0071,861.28,2026-02-27,UPI
T01353,P0138,P0006,5614.85,2026-08-27,CARD
T01354,P0194,P0222,6683.01,2026-05-24,CARD
T01355,P0326,P0173,2295.7,2026-04-13,UPI
T01356,P0425,P0295,458.14,2026-03-04,CARD
T01357,P0126,P0455,2351.96,2026-06-02,CARD
T01358,P0438,P0052,4981.29,2026-02-08,BANK_TRANSFER
T01359,P0132,P0474,1115.29,2026-07-18,CARD
T01360,P0452,P0421,4216.19,2026-06-01,CARD
T01361,P0068,P0420,3596.63,2026-02-27,CARD
T01362,P0147,P0261,5787.37,2026-05-12,BANK_TRANSFER
T01363,P0343,P0467,4006.46,2026-05-24,CARD
T01364,P0225,P0073,1671.61,2026-06-10,BANK_TRANSFER
T01365,P0432,P0076,9483.01,2026-01-10,BANK_TRANSFER
T01366,P0129,P0403,3207.27,2026-05-05,CARD
T01367,P0056,P0230,3562.28,2026-06-14,UPI
T01368,P0292,P0132,1725.7,2026-01-09,BANK_TRANSFER
T01369,P0167,P0052,2553.89,2026-05-10,BANK_TRANSFER
T01370,P0157,P0216,1793.92,2026-06-16,BANK_TRANSFER
T01371,P0265,P0035,3170.5,2026-05-24,BANK_TRANSFER
T01372,P0082,P0163,14319.35,2026-03-23,CARD
T01373,P0388,P0262,1214.98,2026-07-10,BANK_TRANSFER
T01374,P0163,P0443,1001.4,2026-01-18,CARD
T01375,P0118,P0459,11812.77,2026-01-09,UPI
T01376,P0043,P0244,3079.56,2026-05-05,UPI
T01377,P0122,P0481,2131.84,2026-02-08,BANK_TRANSFER
