cdr_id,caller_id,receiver_id,timestamp,duration_seconds
C02764,P0285,P0286,2026-07-22 08:40,63
C02765,P0435,P0401,2026-03-13 10:10,712
C02766,P0319,P0345,2026-07-23 19:13,437
C02767,P0176,P0370,2026-07-05 06:03,408
C02768,P0370,P0367,2026-01-17 16:57,129
C02769,P0431,P0222,2026-08-02 16:46,1163
C02770,P0039,P0011,2026-01-22 22:07,209
C02771,P0215,P0206,2026-02-07 21:54,317
C02772,P0194,P0052,2026-02-11 17:17,1153
C02773,P0022,P0011,2026-07-08 05:42,264
C02774,P0303,P0319,2026-08-26 21:43,345
C02775,P0265,P0289,2026-08-22 00:30,997
C02776,P0187,P0365,2026-05-10 15:46,136
C02777,P0348,P0457,2026-03-21 06:05,928
C02778,P0149,P0200,2026-02-27 19:36,714
C02779,P0296,P0140,2026-07-26 15:51,813
C02780,P0068,P0447,2026-07-06 07:20,1200
C02781,P0024,P0015,2026-01-05 23:24,170
C02782,P0155,P0009,2026-03-12 15:52,1157
C02783,P0004,P0111,2026-07-17 12:03,697
C02784,P0027,P0202,2026-04-02 12:25,508
C02785,P0024,P0003,2026-03-24 16:56,199
C02786,P0318,P0301,2026-02-01 06:37,109
C02787,P0104,P0148,2026-04-21 00:09,767
C02788,P0467,P0472,2026-03-23 06:49,962
C02789,P0292,P0240,2026-06-08 03:36,402
C02790,P0022,P0026,2026-07-02 04:55,969
C02791,P0369,P0393,2026-06-09 08:40,300
C02792,P0248,P0236,2026-05-23 09:59,694
C02793,P0058,P0086,2026-01-21 17:07,1142
C02794,P0291,P0273,2026-04-10 09:48,696
C02795,P0311,P0339,2026-06-05 03:31,1033
C02796,P0325,P0301,2026-04-26 13:06,880
C02797,P0159,P0278,2026-07-01 14:00,626
C02798,P0149,P0127,2026-07-01 04:12,743
C02799,P0033,P0188,2026-06-01 02:23,427
C02800,P0079,P0065,2026-02-14 15:51,212
C02801,P0023,P0034,2026-08-19 01:23,284
C02802,P0205,P0214,2026-04-19 10:19,925
C02803,P0046,P0025,2026-05-24 23:23,457
C02804,P0295,P0280,2026-01-11 23:29,272
C02805,P0099,P0092,2026-07-14 23:59,635
C02806,P0208,P0298,2026-04-14 10:24,272
C02807,P0171,P0196,2026-08-09 20:42,1165
C02808,P0401,P0424,2026-08-02 05:15,999
C02809,P0411,P0375,2026-02-18 08:15,32
C02810,P0052,P0289,2026-03-06 00:38,757
C02811,P0164,P0163,2026-03-23 22:38,1001
C02812,P0114,P0137,2026-07-10 08:02,401
C02813,P0472,P0069,2026-06-08 05:52,828
C02814,P0459,P0494,2026-08-13 19:55,402
C02815,P0381,P0366,2026-03-08 23:34,712
C02816,P0009,P0016,2026-03-01 18:06,534
C02817,P0005,P0028,2026-04-08 05:33,591
C02818,P0170,P0182,2026-02-20 18:33,325
C02819,P0005,P0410,2026-08-11 10:55,192
C02820,P0245,P0222,2026-03-13 01:58,926
C02821,P0495,P0489,2026-02-07 17:14,274
C02822,P0319,P0316,2026-04-22 04:11,905
C02823,P0372,P0399,2026-03-05 15:28,977
C02824,P0155,P0177,2026-01-13 12:59,631
C02825,P0015,P0474,2026-08-01 06:35,760
C02826,P0303,P0322,2026-06-06 19:32,643
C02827,P0206,P0247,2026-01-21 15:50,629
C02828,P0068,P0460,2026-08-09 00:43,909
C02829,P0283,P0261,2026-07-15 13:08,780
C02830,P0028,P0011,2026-01-27 01:15,849
C02831,P0443,P0423,2026-07-26 08:26,165
C02832,P0368,P0371,2026-08-21 18:13,233
C02833,P0188,P0195,2026-08-24 18:53,1129
C02834,P0455,P0467,2026-07-02 18:47,665
C02835,P0008,P0444,2026-05-20 22:51,445
C02836,P0350,P0328,2026-05-07 04:08,475
C02837,P0132,P0458,2026-07-04 04:06,341
C02838,P0496,P0485,2026-02-22 03:21,610
C02839,P0265,P0267,2026-01-01 22:04,393
C02840,P0348,P0345,2026-03-05 06:52,1107
C02841,P0232,P0220,2026-03-27 20:10,718
C02842,P0398,P0383,2026-08-03 16:49,1046
C02843,P0114,P0129,2026-08-02 10:42,1139
C02844,P0149,P0035,2026-07-17 01:24,177
C02845,P0103,P0358,2026-05-19 20:23,840
C02846,P0489,P0485,2026-05-13 00:48,684
C02847,P0390,P0368,2026-07-07 21:34,514
C02848,P0439,P0318,2026-08-05 06:25,264
C02849,P0404,P0437,2026-03-14 02:24,840
C02850,P0077,P0071,2026-06-11 23:28,1057
C02851,P0222,P0232,2026-07-11 10:48,754
C02852,P0181,P0052,2026-03-09 15:27,582
C02853,P0025,P0034,2026-08-11 16:50,869
C02854,P0439,P0068,2026-05-22 01:22,166
C02855,P0267,P0271,2026-02-05 05:57,545
C02856,P0134,P0036,2026-08-10 00:09,433
C02857,P0335,P0328,2026-01-17 07:53,671
C02858,P0445,P0022,2026-02-15 00:15,856
C02859,P0470,P0468,2026-03-07 16:41,862
C02860,P0045,P0022,2026-01-18 19:47,1115
C02861,P0500,P0468,2026-02-07 08:42,44
C02862,P0341,P0305,2026-08-20 15:55,1199
C02863,P0070,P0431,2026-05-11 04:35,570
C02864,P0275,P0290,2026-05-17 00:19,670
C02865,P0238,P0105,2026-06-25 12:48,1027
C02866,P0401,P0437,2026-06-16 20:40,476
C02867,P0022,P0038,2026-01-05 21:27,22
C02868,P0467,P0468,2026-03-21 01:51,497
C02869,P0182,P0467,2026-03-11 16:17,55
C02870,P0210,P0203,2026-04-04 18:47,921
C02871,P0369,P0385,2026-07-15 11:39,768
C02872,P0059,P0337,2026-05-03 16:57,891
C02873,P0466,P0352,2026-03-07 00:32,1089
C02874,P0067,P0430,2026-06-26 20:33,831
C02875,P0207,P0237,2026-07-06 07:41,470
C02876,P0302,P0348,2026-06-24 17:24,593
C02877,P0331,P0319,2026-04-04 14:12,25
C02878,P0138,P0114,2026-02-12 02:51,1104
C02879,P0409,P0392,2026-02-15 17:32,326
C02880,P0125,P0124,2026-06-19 09:26,1143
C02881,P0027,P0010,2026-04-05 14:46,315
C02882,P0358,P0379,2026-01-05 05:14,985
C02883,P0454,P0453,2026-07-11 08:55,1130
C02884,P0354,P0393,2026-05-26 14:28,681
C02885,P0091,P0079,2026-07-16 10:20,434
C02886,P0085,P0090,2026-01-27 14:47,450
C02887,P0073,P0088,2026-02-11 15:38,138
C02888,P0224,P0233,2026-07-06 12:52,1146
C02889,P0236,P0233,2026-08-14 06:33,66
C02890,P0492,P0009,2026-08-13 02:09,507
C02891,P0062,P0058,2026-01-21 10:47,200
C02892,P0407,P0410,2026-07-28 20:50,221
C02893,P0102,P0142,2026-08-01 12:24,95
C02894,P0025,P0233,2026-03-08 15:49,320
C02895,P0125,P0136,2026-04-08 08:57,1067
C02896,P0343,P0320,2026-08-02 07:45,667
C02897,P0371,P0380,2026-07-28 16:50,481
C02898,P0098,P0174,2026-06-23 14:00,1017
C02899,P0100,P0061,2026-04-04 10:21,716
C02900,P0279,P0294,2026-01-12 04:41,211
C02901,P0489,P0494,2026-04-17 08:45,593
C02902,P0224,P0233,2026-04-04 02:19,150
C02903,P0354,P0392,2026-02-25 04:59,484
C02904,P0407,P0166,2026-01-07 12:34,929
C02905,P0350,P0335,2026-02-24 01:37,916
C02906,P0231,P0317,2026-08-18 01:55,311
C02907,P0250,P0241,2026-05-12 13:32,617
C02908,P0387,P0369,2026-01-25 07:52,886
C02909,P0219,P0489,2026-05-27 00:04,904
C02910,P0140,P0121,2026-08-07 15:32,446
C02911,P0182,P0299,2026-08-12 14:45,348
C02912,P0143,P0129,2026-04-04 16:25,1165
C02913,P0107,P0364,2026-01-05 18:53,201
C02914,P0296,P0293,2026-05-21 05:52,484
C02915,P0206,P0225,2026-06-03 17:22,540
C02916,P0478,P0475,2026-01-15 06:19,617
C02917,P0434,P0242,2026-05-13 05:46,270
C02918,P0473,P0485,2026-05-21 02:58,1017
C02919,P0458,P0478,2026-02-15 00:21,46
C02920,P0460,P0085,2026-02-17 21:06,848
C02921,P0092,P0069,2026-02-08 09:53,580
C02922,P0345,P0304,2026-05-27 17:13,1017
C02923,P0148,P0014,2026-03-19 23:55,276
C02924,P0243,P0241,2026-04-07 00:51,330
C02925,P0298,P0252,2026-07-23 05:07,1162
C02926,P0213,P0194,2026-08-15 03:38,793
C02927,P0212,P0223,2026-02-01 04:20,827
C02928,P0143,P0090,2026-01-05 04:08,470
C02929,P0485,P0453,2026-02-07 23:28,887
C02930,P0332,P0323,2026-01-04 15:55,946
C02931,P0260,P0291,2026-05-09 12:07,581
C02932,P0461,P0464,2026-04-25 11:04,957
C02933,P0324,P0328,2026-05-05 12:52,127
C02934,P0316,P0332,2026-03-13 06:04,1182
C02935,P0298,P0292,2026-07-20 20:21,749
C02936,P0141,P0112,2026-08-22 14:24,558
C02937,P0153,P0312,2026-01-01 06:59,1141
C02938,P0148,P0122,2026-06-03 23:46,446
C02939,P0401,P0496,2026-05-25 09:59,543
C02940,P0205,P0247,2026-03-06 17:58,1117
C02941,P0020,P0031,2026-04-08 02:16,759
C02942,P0074,P0094,2026-08-10 18:53,425
C02943,P0058,P0067,2026-08-17 16:29,668
C02944,P0145,P0101,2026-05-01 18:20,604
C02945,P0392,P0378,2026-07-04 16:12,126
C02946,P0283,P0254,2026-01-04 23:44,1117
C02947,P0156,P0170,2026-04-19 02:20,208
C02948,P0129,P0118,2026-07-16 17:26,369
C02949,P0032,P0036,2026-02-18 14:06,112
C02950,P0341,P0334,2026-06-14 09:08,697
C02951,P0430,P0028,2026-07-21 17:41,24
C02952,P0338,P0343,2026-04-08 23:04,782
C02953,P0092,P0362,2026-04-01 12:02,128
C02954,P0012,P0033,2026-07-28 10:41,706
C02955,P0010,P0346,2026-06-27 04:10,610
C02956,P0050,P0149,2026-03-01 12:26,1003
C02957,P0255,P0267,2026-06-24 18:36,310
C02958,P0328,P0316,2026-04-28 23:33,308
C02959,P0118,P0103,2026-01-11 07:55,287
C02960,P0104,P0124,2026-07-05 20:01,215
C02961,P0379,P0315,2026-01-28 02:07,445
C02962,P0214,P0215,2026-02-07 07:41,376
C02963,P0425,P0408,2026-04-06 07:46,540
C02964,P0344,P0319,2026-06-05 06:19,400
C02965,P0250,P0220,2026-08-14 00:11,560
C02966,P0328,P0313,2026-05-06 23:03,750
C02967,P0391,P0393,2026-08-21 07:17,1193
C02968,P0262,P0290,2026-08-27 07:22,848
C02969,P0048,P0172,2026-03-13 12:23,700
C02970,P0068,P0082,2026-07-06 11:50,524
C02971,P0262,P0032,2026-07-14 09:06,565
C02972,P0265,P0266,2026-07-28 18:44,779
C02973,P0400,P0368,2026-07-14 23:20,497
C02974,P0438,P0445,2026-07-05 20:56,1200
C02975,P0298,P0266,2026-03-10 06:56,815
C02976,P0460,P0470,2026-02-11 15:05,340
C02977,P0313,P0348,2026-04-11 08:13,606
C02978,P0283,P0298,2026-07-08 21:36,73
C02979,P0076,P0097,2026-03-10 18:30,504
C02980,P0443,P0405,2026-07-04 11:55,479
C02981,P0406,P0407,2026-07-26 16:41,422
C02982,P0052,P0066,2026-01-16 06:30,287
C02983,P0395,P0361,2026-01-04 08:34,887
C02984,P0491,P0284,2026-01-18 04:24,583
C02985,P0059,P0058,2026-05-13 06:37,629
C02986,P0227,P0204,2026-03-11 20:17,315
C02987,P0426,P0325,2026-03-13 22:18,725
C02988,P0106,P0470,2026-04-20 03:29,304
C02989,P0300,P0441,2026-05-01 06:25,1192
C02990,P0093,P0058,2026-03-21 13:44,804
C02991,P0480,P0456,2026-07-15 21:01,863
C02992,P0415,P0414,2026-06-08 19:07,87
C02993,P0307,P0311,2026-06-26 18:01,252
C02994,P0187,P0189,2026-05-24 18:02,186
C02995,P0168,P0164,2026-08-22 13:53,1007
C02996,P0194,P0168,2026-02-10 01:52,1173
C02997,P0206,P0247,2026-01-03 13:31,463
C02998,P0235,P0206,2026-02-13 00:18,190
C02999,P0025,P0435,2026-05-21 05:57,99
C03000,P0427,P0408,2026-07-18 01:47,168
C03001,P0309,P0021,2026-04-10 04:07,430
C03002,P0270,P0286,2026-05-05 01:13,673
C03003,P0304,P0345,2026-08-19 21:06,1014
C03004,P0476,P0303,2026-02-07 17:24,140
C03005,P0357,P0395,2026-02-26 15:07,436
C03006,P0401,P0362,2026-02-19 21:19,53
C03007,P0156,P0464,2026-08-22 00:10,1086
C03008,P0069,P0056,2026-02-05 17:29,632
C03009,P0395,P0355,2026-04-14 15:54,1064
C03010,P0319,P0328,2026-04-20 02:15,1154
C03011,P0041,P0020,2026-08-10 19:07,796
C03012,P0469,P0461,2026-04-21 04:07,733
C03013,P0005,P0046,2026-04-03 10:13,698
C03014,P0493,P0478,2026-03-13 02:26,1142
C03015,P0272,P0261,2026-06-06 20:31,658
C03016,P0002,P0072,2026-06-10 15:46,153
C03017,P0239,P0299,2026-05-17 16:58,755
C03018,P0469,P0483,2026-04-02 00:23,237
C03019,P0278,P0279,2026-06-22 12:13,768
C03020,P0419,P0410,2026-03-15 20:46,196
C03021,P0326,P0309,2026-06-13 11:01,550
C03022,P0031,P0002,2026-01-03 09:54,582
C03023,P0151,P0175,2026-07-28 05:16,102
C03024,P0263,P0228,2026-02-01 00:40,863
C03025,P0454,P0494,2026-05-26 03:31,297
C03026,P0031,P0027,2026-03-07 16:46,247
C03027,P0109,P0115,2026-03-18 04:11,378
C03028,P0201,P0235,2026-05-16 10:55,338
C03029,P0289,P0288,2026-05-02 00:17,208
C03030,P0418,P0429,2026-02-08 11:56,228
C03031,P0173,P0193,2026-01-27 10:12,672
C03032,P0484,P0227,2026-03-06 20:33,288
C03033,P0004,P0406,2026-07-10 03:40,756
C03034,P0285,P0021,2026-08-17 07:01,281
C03035,P0009,P0436,2026-02-01 09:06,609
C03036,P0365,P0483,2026-06-08 09:04,701
C03037,P0065,P0403,2026-02-21 08:18,981
C03038,P0369,P0397,2026-03-18 01:11,194
C03039,P0440,P0415,2026-01-13 07:48,725
C03040,P0442,P0446,2026-01-22 07:29,1163
C03041,P0093,P0060,2026-02-08 21:39,930
C03042,P0197,P0176,2026-01-11 10:35,681
C03043,P0469,P0253,2026-06-19 18:19,62
C03044,P0212,P0237,2026-01-27 13:38,900
C03045,P0045,P0020,2026-06-05 16:38,1132
C03046,P0305,P0347,2026-01-13 10:26,961
C03047,P0399,P0368,2026-06-15 01:05,837
C03048,P0377,P0356,2026-04-14 21:35,161
C03049,P0404,P0409,2026-06-08 20:01,1068
C03050,P0397,P0376,2026-03-21 19:54,834
C03051,P0230,P0250,2026-08-28 05:20,38
C03052,P0116,P0148,2026-03-09 05:13,637
C03053,P0018,P0006,2026-08-23 04:19,246
C03054,P0176,P0127,2026-07-20 03:20,1114
C03055,P0369,P0388,2026-01-13 05:53,1041
C03056,P0301,P0311,2026-05-06 11:28,145
C03057,P0165,P0193,2026-03-20 10:43,616
C03058,P0156,P0171,2026-03-17 12:14,114
C03059,P0139,P0128,2026-07-06 22:39,205
C03060,P0082,P0069,2026-03-20 04:53,288
C03061,P0077,P0080,2026-03-04 11:43,513
C03062,P0325,P0339,2026-04-16 00:25,473
C03063,P0420,P0182,2026-01-07 03:53,492
C03064,P0403,P0420,2026-06-01 05:09,112
C03065,P0454,P0457,2026-04-21 07:13,785
C03066,P0389,P0382,2026-02-20 01:00,139
C03067,P0146,P0138,2026-06-14 03:24,319
C03068,P0275,P0296,2026-05-23 15:04,1072
C03069,P0182,P0497,2026-05-01 23:28,312
C03070,P0250,P0223,2026-04-05 23:14,189
C03071,P0334,P0322,2026-08-15 17:49,174
C03072,P0319,P0329,2026-05-27 07:28,46
C03073,P0061,P0315,2026-05-25 11:12,233
C03074,P0344,P0232,2026-08-14 13:45,896
C03075,P0262,P0293,2026-08-21 13:04,276
C03076,P0461,P0486,2026-02-27 22:41,677
C03077,P0027,P0043,2026-02-26 23:39,142
C03078,P0155,P0194,2026-02-13 15:40,1140
C03079,P0352,P0375,2026-08-21 13:13,706
C03080,P0113,P0144,2026-08-04 17:22,338
C03081,P0125,P0141,2026-05-21 16:23,868
C03082,P0356,P0369,2026-03-20 09:12,64
C03083,P0180,P0172,2026-04-19 17:36,324
C03084,P0360,P0358,2026-02-07 04:16,915
C03085,P0425,P0440,2026-04-05 15:48,1116
C03086,P0082,P0093,2026-04-26 21:31,865
C03087,P0072,P0064,2026-03-02 03:06,582
C03088,P0025,P0023,2026-03-23 13:25,619
C03089,P0365,P0374,2026-02-26 04:31,394
C03090,P0162,P0483,2026-06-08 07:31,768
C03091,P0299,P0275,2026-08-14 08:33,923
C03092,P0478,P0461,2026-03-09 18:18,772
C03093,P0012,P0158,2026-07-21 04:20,31
C03094,P0297,P0067,2026-07-11 12:34,703
C03095,P0074,P0420,2026-01-28 13:49,278
C03096,P0449,P0214,2026-08-06 19:14,674
C03097,P0479,P0488,2026-04-09 21:56,571
C03098,P0038,P0068,2026-02-10 13:55,780
C03099,P0096,P0076,2026-04-10 15:29,1146
C03100,P0354,P0479,2026-01-10 11:31,1181
C03101,P0124,P0108,2026-05-23 20:03,959
C03102,P0192,P0190,2026-03-03 09:28,1157
C03103,P0150,P0116,2026-04-15 20:46,339
C03104,P0495,P0496,2026-05-11 02:45,828
C03105,P0351,P0376,2026-04-14 20:14,307
C03106,P0402,P0414,2026-07-07 00:07,157
C03107,P0453,P0407,2026-03-01 01:57,1080
C03108,P0209,P0225,2026-05-25 17:13,439
C03109,P0109,P0217,2026-08-22 18:24,66
C03110,P0261,P0086,2026-07-16 23:47,195
C03111,P0301,P0322,2026-05-20 09:57,910
C03112,P0307,P0069,2026-01-18 11:58,878
C03113,P0008,P0013,2026-03-09 19:23,211
C03114,P0477,P0111,2026-06-02 20:56,21
C03115,P0269,P0276,2026-02-16 11:50,1106
C03116,P0035,P0004,2026-04-17 23:32,93
C03117,P0054,P0069,2026-01-09 07:04,733
C03118,P0422,P0405,2026-04-27 10:12,1089
C03119,P0068,P0083,2026-04-16 09:29,674
C03120,P0013,P0003,2026-01-04 12:33,670
C03121,P0358,P0382,2026-08-18 08:02,206
C03122,P0312,P0020,2026-03-15 21:06,849
C03123,P0270,P0356,2026-04-16 22:06,912
C03124,P0284,P0275,2026-07-26 16:27,251
C03125,P0481,P0475,2026-08-12 18:47,1087
C03126,P0161,P0177,2026-02-16 01:46,677
C03127,P0171,P0497,2026-04-12 06:16,750
C03128,P0088,P0073,2026-07-11 14:45,327
C03129,P0174,P0166,2026-04-19 20:37,1062
C03130,P0125,P0126,2026-03-04 14:57,1007
C03131,P0005,P0044,2026-06-18 08:59,891
C03132,P0389,P0364,2026-01-27 06:00,330
C03133,P0175,P0105,2026-03-27 14:11,1000
C03134,P0221,P0304,2026-04-09 10:04,779
C03135,P0364,P0032,2026-03-11 04:55,1080
C03136,P0228,P0207,2026-04-01 17:29,410
C03137,P0004,P0275,2026-08-05 23:53,36
C03138,P0186,P0196,2026-03-16 15:30,953
C03139,P0487,P0387,2026-02-04 16:18,307
C03140,P0392,P0383,2026-07-07 00:49,145
C03141,P0060,P0055,2026-01-27 04:45,590
C03142,P0244,P0219,2026-08-07 21:03,734
C03143,P0248,P0435,2026-08-16 03:48,894
C03144,P0348,P0297,2026-08-04 12:23,909
C03145,P0326,P0350,2026-08-14 09:02,793
C03146,P0163,P0169,2026-05-01 00:39,770
C03147,P0209,P0244,2026-07-22 22:23,421
C03148,P0320,P0103,2026-03-05 02:37,175
C03149,P0125,P0320,2026-01-15 00:23,602
C03150,P0177,P0154,2026-02-11 15:50,254
C03151,P0253,P0298,2026-02-02 02:25,330
C03152,P0033,P0003,2026-03-13 11:35,1191
C03153,P0230,P0222,2026-08-28 17:58,436
C03154,P0233,P0246,2026-04-12 15:57,202
C03155,P0069,P0087,2026-07-16 18:05,536
C03156,P0427,P0441,2026-07-28 09:43,511
C03157,P0012,P0449,2026-04-03 15:44,304
C03158,P0209,P0217,2026-06-05 16:09,655
C03159,P0267,P0288,2026-03-24 15:42,283
C03160,P0003,P0045,2026-03-01 17:25,121
C03161,P0302,P0321,2026-02-19 00:35,712
C03162,P0132,P0108,2026-07-21 06:46,136
C03163,P0357,P0372,2026-04-08 10:57,881
C03164,P0466,P0112,2026-07-20 22:48,431
C03165,P0046,P0465,2026-01-02 23:02,127
C03166,P0488,P0466,2026-02-18 14:33,253
C03167,P0415,P0482,2026-05-28 17:02,375
C03168,P0172,P0195,2026-05-03 10:34,388
C03169,P0040,P0048,2026-04-02 08:45,471
C03170,P0328,P0306,2026-04-25 13:25,368
C03171,P0033,P0006,2026-03-05 21:40,898
C03172,P0299,P0287,2026-05-25 14:57,545
C03173,P0434,P0002,2026-06-23 07:04,200
C03174,P0294,P0286,2026-04-22 23:15,37
C03175,P0222,P0255,2026-04-20 14:39,1051
C03176,P0107,P0136,2026-02-24 09:08,884
C03177,P0377,P0397,2026-06-21 00:48,232
C03178,P0378,P0381,2026-02-17 15:30,835
C03179,P0065,P0337,2026-04-14 07:27,1135
C03180,P0252,P0256,2026-07-25 20:10,961
C03181,P0089,P0304,2026-03-06 13:27,910
C03182,P0401,P0437,2026-04-15 20:25,195
C03183,P0419,P0167,2026-03-06 17:58,1121
C03184,P0001,P0238,2026-05-19 18:15,671
C03185,P0059,P0071,2026-06-20 15:30,972
C03186,P0289,P0282,2026-07-10 00:35,404
C03187,P0190,P0492,2026-01-11 00:59,168
C03188,P0482,P0479,2026-05-04 14:06,813
C03189,P0438,P0413,2026-02-27 04:37,741
C03190,P0180,P0411,2026-02-18 17:28,184
C03191,P0234,P0228,2026-01-02 20:23,109
C03192,P0462,P0467,2026-05-20 22:40,390
C03193,P0386,P0382,2026-06-21 14:03,497
C03194,P0138,P0113,2026-01-04 03:46,327
C03195,P0005,P0042,2026-07-27 20:02,1030
C03196,P0499,P0452,2026-07-22 20:38,725
C03197,P0111,P0115,2026-04-14 19:13,263
C03198,P0025,P0011,2026-01-01 15:40,420
C03199,P0117,P0112,2026-07-21 22:27,304
C03200,P0479,P0474,2026-04-16 23:40,610
C03201,P0358,P0415,2026-06-16 22:05,587
C03202,P0474,P0477,2026-08-09 01:46,799
C03203,P0364,P0374,2026-05-09 11:14,540
C03204,P0068,P0075,2026-07-18 17:42,877
C03205,P0413,P0443,2026-05-17 06:50,627
C03206,P0193,P0173,2026-07-21 05:54,872
C03207,P0111,P0223,2026-07-27 09:33,661
C03208,P0043,P0030,2026-08-12 16:30,29
C03209,P0462,P0312,2026-05-08 05:49,856
C03210,P0313,P0288,2026-04-22 20:16,635
C03211,P0339,P0345,2026-06-28 17:02,749
C03212,P0221,P0204,2026-06-24 01:38,378
C03213,P0330,P0311,2026-01-02 14:12,594
C03214,P0499,P0463,2026-01-23 14:28,485
C03215,P0251,P0465,2026-03-28 18:20,572
C03216,P0293,P0291,2026-01-08 17:59,78
C03217,P0122,P0136,2026-06-04 11:02,291
C03218,P0020,P0022,2026-01-22 05:35,212
C03219,P0265,P0255,2026-03-15 19:16,496
C03220,P0385,P0252,2026-06-07 02:51,225
C03221,P0193,P0173,2026-01-09 05:25,753
C03222,P0367,P0360,2026-07-27 21:24,395
C03223,P0177,P0057,2026-01-17 11:31,477
C03224,P0446,P0444,2026-06-12 09:21,184
C03225,P0303,P0339,2026-02-19 07:20,212
C03226,P0223,P0221,2026-04-23 14:44,84
C03227,P0214,P0070,2026-08-06 17:54,240
C03228,P0166,P0179,2026-05-13 03:53,307
C03229,P0342,P0163,2026-08-12 13:46,361
C03230,P0132,P0453,2026-02-06 13:01,1072
C03231,P0083,P0092,2026-08-13 05:00,141
C03232,P0156,P0189,2026-07-08 00:50,501
C03233,P0307,P0173,2026-02-14 23:31,141
C03234,P0046,P0022,2026-03-27 04:58,877
C03235,P0062,P0099,2026-04-09 07:52,1107
C03236,P0272,P0491,2026-01-10 16:22,205
C03237,P0104,P0110,2026-06-20 07:25,629
C03238,P0136,P0112,2026-04-04 07:16,291
C03239,P0279,P0275,2026-08-06 19:39,150
C03240,P0269,P0288,2026-01-24 09:40,549
C03241,P0084,P0096,2026-04-21 09:15,912
C03242,P0191,P0116,2026-02-02 21:41,341
C03243,P0481,P0458,2026-02-11 00:26,321
C03244,P0094,P0080,2026-03-13 10:51,151
C03245,P0110,P0439,2026-03-17 03:53,895
C03246,P0456,P0498,2026-01-24 16:31,488
C03247,P0080,P0081,2026-02-19 17:15,833
C03248,P0071,P0079,2026-04-22 14:27,1011
C03249,P0023,P0009,2026-08-16 00:28,618
C03250,P0498,P0490,2026-02-12 06:03,540
C03251,P0001,P0012,2026-01-05 20:24,1086
C03252,P0386,P0390,2026-01-07 23:19,729
C03253,P0088,P0305,2026-06-17 12:28,832
C03254,P0018,P0001,2026-04-09 13:43,960
C03255,P0241,P0205,2026-03-08 13:34,1054
C03256,P0066,P0086,2026-03-15 05:04,119
C03257,P0161,P0052,2026-04-08 08:24,143
C03258,P0211,P0210,2026-01-04 07:34,1140
C03259,P0162,P0153,2026-04-22 23:04,812
C03260,P0315,P0327,2026-01-08 17:36,196
C03261,P0366,P0398,2026-07-20 00:29,1065
C03262,P0242,P0232,2026-07-16 05:02,107
C03263,P0106,P0117,2026-02-25 01:30,38
C03264,P0316,P0318,2026-06-28 00:50,1111
C03265,P0165,P0054,2026-03-07 14:00,1103
C03266,P0100,P0088,2026-02-20 08:51,642
C03267,P0277,P0289,2026-08-05 19:25,724
C03268,P0089,P0062,2026-08-14 15:05,503
C03269,P0095,P0099,2026-07-25 04:54,891
C03270,P0276,P0257,2026-03-24 12:48,801
C03271,P0226,P0279,2026-04-01 11:23,1032
C03272,P0063,P0085,2026-08-24 09:52,115
C03273,P0114,P0144,2026-05-22 12:04,638
C03274,P0325,P0312,2026-08-14 06:46,467
C03275,P0055,P0080,2026-07-25 03:43,630
C03276,P0074,P0062,2026-05-17 07:07,832
C03277,P0378,P0216,2026-04-14 08:30,75
C03278,P0199,P0161,2026-07-18 18:24,1065
C03279,P0475,P0012,2026-04-13 17:35,493
C03280,P0235,P0215,2026-08-22 19:58,486
C03281,P0195,P0156,2026-06-19 05:47,316
C03282,P0362,P0486,2026-02-22 20:10,1008
C03283,P0197,P0169,2026-04-09 02:02,561
C03284,P0138,P0107,2026-02-18 14:10,282
C03285,P0231,P0208,2026-04-01 02:34,253
C03286,P0500,P0476,2026-01-28 15:21,937
C03287,P0442,P0417,2026-08-10 18:39,939
C03288,P0021,P0011,2026-03-04 15:07,246
C03289,P0322,P0327,2026-06-17 23:06,1152
C03290,P0051,P0078,2026-02-16 06:40,661
C03291,P0157,P0177,2026-04-27 03:10,964
C03292,P0188,P0427,2026-06-15 05:47,868
C03293,P0470,P0489,2026-07-07 15:58,1168
C03294,P0087,P0064,2026-01-13 16:10,116
C03295,P0192,P0151,2026-08-03 13:31,732
C03296,P0108,P0125,2026-04-26 22:12,883
C03297,P0411,P0429,2026-04-03 15:39,1099
C03298,P0453,P0499,2026-01-10 22:38,135
C03299,P0139,P0123,2026-05-12 16:49,701
C03300,P0295,P0277,2026-04-22 19:58,1142
C03301,P0064,P0079,2026-08-28 08:46,466
C03302,P0110,P0121,2026-06-04 14:51,577
C03303,P0495,P0498,2026-03-11 17:56,156
C03304,P0232,P0227,2026-03-04 22:11,404
C03305,P0008,P0045,2026-07-08 18:38,554
C03306,P0064,P0097,2026-05-11 07:06,662
C03307,P0039,P0016,2026-01-25 15:38,839
C03308,P0300,P0290,2026-01-21 18:27,646
C03309,P0485,P0480,2026-03-21 08:58,85
C03310,P0489,P0462,2026-02-15 15:40,405
C03311,P0077,P0076,2026-02-03 06:13,983
C03312,P0329,P0302,2026-08-23 04:07,1000
C03313,P0201,P0246,2026-03-10 04:41,371
C03314,P0207,P0245,2026-04-26 01:26,523
C03315,P0178,P0171,2026-05-01 03:57,1134
C03316,P0219,P0218,2026-03-10 17:55,574
C03317,P0011,P0045,2026-05-08 11:00,650
C03318,P0295,P0256,2026-02-22 23:32,892
