alert_id,entity_id,alert_type,evidence_id,confidence,explanation
A00525,P0144,LOCATION_ASSOCIATION,C01856,0.74,A linked vehicle/person was observed at a monitored synthetic location.
A00526,P0432,DENSE_NETWORK_CLUSTER,C00298,0.73,Entity is located in a densely connected synthetic graph cluster.
A00527,P0182,DENSE_NETWORK_CLUSTER,C03610,0.84,Entity is located in a densely connected synthetic graph cluster.
A00528,P0141,LOCATION_ASSOCIATION,C00194,0.68,A linked vehicle/person was observed at a monitored synthetic location.
A00529,P0266,HIGH_CALL_ACTIVITY,T02257,0.83,Repeated communication was detected between connected entities.
A00530,P0134,LOCATION_ASSOCIATION,F00515,0.87,A linked vehicle/person was observed at a monitored synthetic location.
A00531,P0423,UNUSUAL_TRANSACTION,C00137,0.82,Transaction pattern deviates from the synthetic baseline.
A00532,P0034,LOCATION_ASSOCIATION,C04197,0.66,A linked vehicle/person was observed at a monitored synthetic location.
A00533,P0042,LOCATION_ASSOCIATION,C03236,0.86,A linked vehicle/person was observed at a monitored synthetic location.
A00534,P0428,HIGH_CALL_ACTIVITY,C03455,0.85,Repeated communication was detected between connected entities.
A00535,P0489,UNUSUAL_TRANSACTION,T01721,0.7,Transaction pattern deviates from the synthetic baseline.
A00536,P0498,DENSE_NETWORK_CLUSTER,C04719,0.91,Entity is located in a densely connected synthetic graph cluster.
A00537,P0407,LOCATION_ASSOCIATION,C03076,0.7,A linked vehicle/person was observed at a monitored synthetic location.
A00538,P0340,UNUSUAL_TRANSACTION,C02019,0.62,Transaction pattern deviates from the synthetic baseline.
A00539,P0343,DENSE_NETWORK_CLUSTER,C04751,0.81,Entity is located in a densely connected synthetic graph cluster.
A00540,P0428,UNUSUAL_TRANSACTION,C02410,0.87,Transaction pattern deviates from the synthetic baseline.
A00541,P0191,DENSE_NETWORK_CLUSTER,C03117,0.86,Entity is located in a densely connected synthetic graph cluster.
A00542,P0192,DENSE_NETWORK_CLUSTER,C02672,0.8,Entity is located in a densely connected synthetic graph cluster.
A00543,P0031,LOCATION_ASSOCIATION,T00461,0.75,A linked vehicle/person was observed at a monitored synthetic location.
A00544,P0151,DENSE_NETWORK_CLUSTER,C04833,0.82,Entity is located in a densely connected synthetic graph cluster.
A00545,P0128,HIGH_CALL_ACTIVITY,C05845,0.64,Repeated communication was detected between connected entities.
A00546,P0160,DENSE_NETWORK_CLUSTER,C04210,0.67,Entity is located in a densely connected synthetic graph cluster.
A00547,P0333,UNUSUAL_TRANSACTION,C01212,0.86,Transaction pattern deviates from the synthetic baseline.
A00548,P0316,DENSE_NETWORK_CLUSTER,C02570,0.9,Entity is located in a densely connected synthetic graph cluster.
A00549,P0446,LOCATION_ASSOCIATION,T02473,0.77,A linked vehicle/person was observed at a monitored synthetic location.
A00550,P0458,UNUSUAL_TRANSACTION,T00574,0.76,Transaction pattern deviates from the synthetic baseline.
A00551,P0183,LOCATION_ASSOCIATION,C02411,0.7,A linked vehicle/person was observed at a monitored synthetic location.
A00552,P0288,LOCATION_ASSOCIATION,C03660,0.61,A linked vehicle/person was observed at a monitored synthetic location.
A00553,P0146,DENSE_NETWORK_CLUSTER,F00030,0.92,Entity is located in a densely connected synthetic graph cluster.
A00554,P0419,DENSE_NETWORK_CLUSTER,C03386,0.61,Entity is located in a densely connected synthetic graph cluster.
A00555,P0430,UNUSUAL_TRANSACTION,C00125,0.62,Transaction pattern deviates from the synthetic baseline.
A00556,P0190,HIGH_CALL_ACTIVITY,T00147,0.73,Repeated communication was detected between connected entities.
A00557,P0331,DENSE_NETWORK_CLUSTER,T01701,0.67,Entity is located in a densely connected synthetic graph cluster.
A00558,P0096,HIGH_CALL_ACTIVITY,T00771,0.79,Repeated communication was detected between connected entities.
A00559,P0435,DENSE_NETWORK_CLUSTER,T00311,0.63,Entity is located in a densely connected synthetic graph cluster.
A00560,P0368,HIGH_CALL_ACTIVITY,T02438,0.96,Repeated communication was detected between connected entities.
A00561,P0278,LOCATION_ASSOCIATION,C04452,0.64,A linked vehicle/person was observed at a monitored synthetic location.
A00562,P0066,LOCATION_ASSOCIATION,C03781,0.84,A linked vehicle/person was observed at a monitored synthetic location.
A00563,P0216,UNUSUAL_TRANSACTION,C02780,0.94,Transaction pattern deviates from the synthetic baseline.
A00564,P0437,DENSE_NETWORK_CLUSTER,F00871,0.61,Entity is located in a densely connected synthetic graph cluster.
A00565,P0285,DENSE_NETWORK_CLUSTER,T01864,0.72,Entity is located in a densely connected synthetic graph cluster.
A00566,P0424,DENSE_NETWORK_CLUSTER,T02710,0.96,Entity is located in a densely connected synthetic graph cluster.
A00567,P0102,LOCATION_ASSOCIATION,F00727,0.91,A linked vehicle/person was observed at a monitored synthetic location.
A00568,P0402,LOCATION_ASSOCIATION,T00736,0.9,A linked vehicle/person was observed at a monitored synthetic location.
A00569,P0499,LOCATION_ASSOCIATION,C02855,0.79,A linked vehicle/person was observed at a monitored synthetic location.
A00570,P0190,HIGH_CALL_ACTIVITY,C05752,0.77,Repeated communication was detected between connected entities.
A00571,P0401,DENSE_NETWORK_CLUSTER,C02559,0.95,Entity is located in a densely connected synthetic graph cluster.
A00572,P0496,DENSE_NETWORK_CLUSTER,T00683,0.73,Entity is located in a densely connected synthetic graph cluster.
A00573,P0251,HIGH_CALL_ACTIVITY,C05405,0.86,Repeated communication was detected between connected entities.
A00574,P0333,DENSE_NETWORK_CLUSTER,C05300,0.73,Entity is located in a densely connected synthetic graph cluster.
A00575,P0272,UNUSUAL_TRANSACTION,C00849,0.97,Transaction pattern deviates from the synthetic baseline.
A00576,P0457,DENSE_NETWORK_CLUSTER,T00567,0.82,Entity is located in a densely connected synthetic graph cluster.
A00577,P0416,DENSE_NETWORK_CLUSTER,T00449,0.92,Entity is located in a densely connected synthetic graph cluster.
A00578,P0323,DENSE_NETWORK_CLUSTER,C02042,0.72,Entity is located in a densely connected synthetic graph cluster.
A00579,P0344,HIGH_CALL_ACTIVITY,C00305,0.83,Repeated communication was detected between connected entities.
A00580,P0225,LOCATION_ASSOCIATION,F00394,0.65,A linked vehicle/person was observed at a monitored synthetic location.
A00581,P0409,DENSE_NETWORK_CLUSTER,T01517,0.77,Entity is located in a densely connected synthetic graph cluster.
A00582,P0471,DENSE_NETWORK_CLUSTER,T00238,0.91,Entity is located in a densely connected synthetic graph cluster.
A00583,P0025,UNUSUAL_TRANSACTION,C00316,0.66,Transaction pattern deviates from the synthetic baseline.
A00584,P0107,UNUSUAL_TRANSACTION,C03918,0.77,Transaction pattern deviates from the synthetic baseline.
A00585,P0392,DENSE_NETWORK_CLUSTER,C05437,0.97,Entity is located in a densely connected synthetic graph cluster.
A00586,P0069,LOCATION_ASSOCIATION,C05122,0.81,A linked vehicle/person was observed at a monitored synthetic location.
A00587,P0241,HIGH_CALL_ACTIVITY,T00122,0.94,Repeated communication was detected between connected entities.
A00588,P0127,LOCATION_ASSOCIATION,C00784,0.67,A linked vehicle/person was observed at a monitored synthetic location.
A00589,P0354,UNUSUAL_TRANSACTION,C01976,0.82,Transaction pattern deviates from the synthetic baseline.
A00590,P0476,UNUSUAL_TRANSACTION,T00561,0.71,Transaction pattern deviates from the synthetic baseline.
A00591,P0453,DENSE_NETWORK_CLUSTER,T01197,0.77,Entity is located in a densely connected synthetic graph cluster.
A00592,P0296,LOCATION_ASSOCIATION,C04210,0.91,A linked vehicle/person was observed at a monitored synthetic location.
A00593,P0338,DENSE_NETWORK_CLUSTER,C04698,0.9,Entity is located in a densely connected synthetic graph cluster.
A00594,P0084,UNUSUAL_TRANSACTION,C05721,0.61,Transaction pattern deviates from the synthetic baseline.
A00595,P0053,HIGH_CALL_ACTIVITY,T01906,0.92,Repeated communication was detected between connected entities.
A00596,P0194,HIGH_CALL_ACTIVITY,C01736,0.82,Repeated communication was detected between connected entities.
A00597,P0052,DENSE_NETWORK_CLUSTER,T01854,0.86,Entity is located in a densely connected synthetic graph cluster.
A00598,P0500,DENSE_NETWORK_CLUSTER,C01359,0.89,Entity is located in a densely connected synthetic graph cluster.
A00599,P0269,DENSE_NETWORK_CLUSTER,T00464,0.91,Entity is located in a densely connected synthetic graph cluster.
A00600,P0389,LOCATION_ASSOCIATION,T01341,0.82,A linked vehicle/person was observed at a monitored synthetic location.
A00601,P0472,UNUSUAL_TRANSACTION,C02092,0.81,Transaction pattern deviates from the synthetic baseline.
A00602,P0302,HIGH_CALL_ACTIVITY,T01597,0.96,Repeated communication was detected between connected entities.
A00603,P0279,UNUSUAL_TRANSACTION,T01709,0.79,Transaction pattern deviates from the synthetic baseline.
A00604,P0410,LOCATION_ASSOCIATION,C02875,0.77,A linked vehicle/person was observed at a monitored synthetic location.
A00605,P0264,DENSE_NETWORK_CLUSTER,F00430,0.6,Entity is located in a densely connected synthetic graph cluster.
A00606,P0101,UNUSUAL_TRANSACTION,C00413,0.72,Transaction pattern deviates from the synthetic baseline.
A00607,P0050,HIGH_CALL_ACTIVITY,F00607,0.91,Repeated communication was detected between connected entities.
A00608,P0227,UNUSUAL_TRANSACTION,T00787,0.87,Transaction pattern deviates from the synthetic baseline.
A00609,P0235,UNUSUAL_TRANSACTION,T00363,0.63,Transaction pattern deviates from the synthetic baseline.
A00610,P0247,UNUSUAL_TRANSACTION,C01678,0.79,Transaction pattern deviates from the synthetic baseline.
A00611,P0495,UNUSUAL_TRANSACTION,C01600,0.61,Transaction pattern deviates from the synthetic baseline.
A00612,P0228,HIGH_CALL_ACTIVITY,C05759,0.73,Repeated communication was detected between connected entities.
A00613,P0087,DENSE_NETWORK_CLUSTER,T02424,0.69,Entity is located in a densely connected synthetic graph cluster.
A00614,P0364,UNUSUAL_TRANSACTION,C02349,0.76,Transaction pattern deviates from the synthetic baseline.
A00615,P0361,UNUSUAL_TRANSACTION,C00044,0.74,Transaction pattern deviates from the synthetic baseline.
A00616,P0338,HIGH_CALL_ACTIVITY,T02202,0.86,Repeated communication was detected between connected entities.
A00617,P0105,LOCATION_ASSOCIATION,T02897,0.77,A linked vehicle/person was observed at a monitored synthetic location.
A00618,P0345,DENSE_NETWORK_CLUSTER,T02940,0.84,Entity is located in a densely connected synthetic graph cluster.
A00619,P0312,LOCATION_ASSOCIATION,C01791,0.73,A linked vehicle/person was observed at a monitored synthetic location.
A00620,P0387,DENSE_NETWORK_CLUSTER,T01797,0.82,Entity is located in a densely connected synthetic graph cluster.
A00621,P0350,UNUSUAL_TRANSACTION,T02293,0.76,Transaction pattern deviates from the synthetic baseline.
A00622,P0153,DENSE_NETWORK_CLUSTER,T00673,0.65,Entity is located in a densely connected synthetic graph cluster.
A00623,P0357,DENSE_NETWORK_CLUSTER,T01374,0.66,Entity is located in a densely connected synthetic graph cluster.
A00624,P0398,HIGH_CALL_ACTIVITY,C03229,0.71,Repeated communication was detected between connected entities.
A00625,P0198,UNUSUAL_TRANSACTION,T01667,0.79,Transaction pattern deviates from the synthetic baseline.
A00626,P0050,DENSE_NETWORK_CLUSTER,T01810,0.63,Entity is located in a densely connected synthetic graph cluster.
A00627,P0440,HIGH_CALL_ACTIVITY,C00991,0.68,Repeated communication was detected between connected entities.
A00628,P0274,DENSE_NETWORK_CLUSTER,C04234,0.64,Entity is located in a densely connected synthetic graph cluster.
A00629,P0064,LOCATION_ASSOCIATION,T01418,0.7,A linked vehicle/person was observed at a monitored synthetic location.
A00630,P0040,DENSE_NETWORK_CLUSTER,F00233,0.81,Entity is located in a densely connected synthetic graph cluster.
A00631,P0270,DENSE_NETWORK_CLUSTER,T02447,0.69,Entity is located in a densely connected synthetic graph cluster.
A00632,P0250,DENSE_NETWORK_CLUSTER,C04059,0.81,Entity is located in a densely connected synthetic graph cluster.
A00633,P0139,DENSE_NETWORK_CLUSTER,F00774,0.8,Entity is located in a densely connected synthetic graph cluster.
A00634,P0047,DENSE_NETWORK_CLUSTER,T02747,0.73,Entity is located in a densely connected synthetic graph cluster.
A00635,P0180,UNUSUAL_TRANSACTION,C03670,0.63,Transaction pattern deviates from the synthetic baseline.
A00636,P0249,DENSE_NETWORK_CLUSTER,C03498,0.63,Entity is located in a densely connected synthetic graph cluster.
A00637,P0428,HIGH_CALL_ACTIVITY,T02780,0.63,Repeated communication was detected between connected entities.
A00638,P0312,UNUSUAL_TRANSACTION,C04567,0.91,Transaction pattern deviates from the synthetic baseline.
A00639,P0208,UNUSUAL_TRANSACTION,C02299,0.82,Transaction pattern deviates from the synthetic baseline.
A00640,P0498,UNUSUAL_TRANSACTION,C05341,0.86,Transaction pattern deviates from the synthetic baseline.
A00641,P0348,DENSE_NETWORK_CLUSTER,C03471,0.82,Entity is located in a densely connected synthetic graph cluster.
A00642,P0460,LOCATION_ASSOCIATION,C05577,0.63,A linked vehicle/person was observed at a monitored synthetic location.
A00643,P0083,LOCATION_ASSOCIATION,T02483,0.81,A linked vehicle/person was observed at a monitored synthetic location.
A00644,P0039,HIGH_CALL_ACTIVITY,C00073,0.79,Repeated communication was detected between connected entities.
A00645,P0458,UNUSUAL_TRANSACTION,T02152,0.83,Transaction pattern deviates from the synthetic baseline.
A00646,P0424,UNUSUAL_TRANSACTION,C01954,0.91,Transaction pattern deviates from the synthetic baseline.
A00647,P0360,LOCATION_ASSOCIATION,F00949,0.85,A linked vehicle/person was observed at a monitored synthetic location.
A00648,P0229,HIGH_CALL_ACTIVITY,C04320,0.96,Repeated communication was detected between connected entities.
A00649,P0380,HIGH_CALL_ACTIVITY,C04737,0.69,Repeated communication was detected between connected entities.
A00650,P0486,UNUSUAL_TRANSACTION,T00709,0.77,Transaction pattern deviates from the synthetic baseline.
A00651,P0152,UNUSUAL_TRANSACTION,T00475,0.95,Transaction pattern deviates from the synthetic baseline.
A00652,P0060,HIGH_CALL_ACTIVITY,C03861,0.82,Repeated communication was detected between connected entities.
A00653,P0281,UNUSUAL_TRANSACTION,C03511,0.86,Transaction pattern deviates from the synthetic baseline.
A00654,P0309,DENSE_NETWORK_CLUSTER,T00399,0.8,Entity is located in a densely connected synthetic graph cluster.
A00655,P0247,DENSE_NETWORK_CLUSTER,C02901,0.89,Entity is located in a densely connected synthetic graph cluster.
A00656,P0101,DENSE_NETWORK_CLUSTER,C02050,0.71,Entity is located in a densely connected synthetic graph cluster.
A00657,P0328,HIGH_CALL_ACTIVITY,T01114,0.87,Repeated communication was detected between connected entities.
A00658,P0469,LOCATION_ASSOCIATION,C02076,0.68,A linked vehicle/person was observed at a monitored synthetic location.
A00659,P0372,LOCATION_ASSOCIATION,T00808,0.69,A linked vehicle/person was observed at a monitored synthetic location.
A00660,P0240,UNUSUAL_TRANSACTION,C00260,0.85,Transaction pattern deviates from the synthetic baseline.
A00661,P0353,DENSE_NETWORK_CLUSTER,C03127,0.68,Entity is located in a densely connected synthetic graph cluster.
A00662,P0176,DENSE_NETWORK_CLUSTER,C01229,0.89,Entity is located in a densely connected synthetic graph cluster.
A00663,P0326,UNUSUAL_TRANSACTION,T02721,0.72,Transaction pattern deviates from the synthetic baseline.
A00664,P0150,DENSE_NETWORK_CLUSTER,C01264,0.81,Entity is located in a densely connected synthetic graph cluster.
A00665,P0432,HIGH_CALL_ACTIVITY,C05743,0.96,Repeated communication was detected between connected entities.
A00666,P0023,DENSE_NETWORK_CLUSTER,T01369,0.89,Entity is located in a densely connected synthetic graph cluster.
A00667,P0422,UNUSUAL_TRANSACTION,T02418,0.77,Transaction pattern deviates from the synthetic baseline.
A00668,P0194,HIGH_CALL_ACTIVITY,C04786,0.72,Repeated communication was detected between connected entities.
A00669,P0417,DENSE_NETWORK_CLUSTER,T02405,0.7,Entity is located in a densely connected synthetic graph cluster.
A00670,P0119,DENSE_NETWORK_CLUSTER,C04752,0.64,Entity is located in a densely connected synthetic graph cluster.
A00671,P0187,HIGH_CALL_ACTIVITY,C02002,0.9,Repeated communication was detected between connected entities.
A00672,P0067,HIGH_CALL_ACTIVITY,C04262,0.75,Repeated communication was detected between connected entities.
A00673,P0307,HIGH_CALL_ACTIVITY,F00244,0.78,Repeated communication was detected between connected entities.
A00674,P0263,HIGH_CALL_ACTIVITY,T01256,0.89,Repeated communication was detected between connected entities.
A00675,P0460,UNUSUAL_TRANSACTION,C02157,0.7,Transaction pattern deviates from the synthetic baseline.
A00676,P0251,UNUSUAL_TRANSACTION,C00979,0.91,Transaction pattern deviates from the synthetic baseline.
A00677,P0430,UNUSUAL_TRANSACTION,C00780,0.96,Transaction pattern deviates from the synthetic baseline.
A00678,P0261,HIGH_CALL_ACTIVITY,C03525,0.68,Repeated communication was detected between connected entities.
A00679,P0042,HIGH_CALL_ACTIVITY,F00654,0.96,Repeated communication was detected between connected entities.
A00680,P0464,DENSE_NETWORK_CLUSTER,C04158,0.91,Entity is located in a densely connected synthetic graph cluster.
A00681,P0174,HIGH_CALL_ACTIVITY,T01956,0.9,Repeated communication was detected between connected entities.
A00682,P0326,DENSE_NETWORK_CLUSTER,F00887,0.75,Entity is located in a densely connected synthetic graph cluster.
A00683,P0196,HIGH_CALL_ACTIVITY,C04977,0.66,Repeated communication was detected between connected entities.
A00684,P0091,HIGH_CALL_ACTIVITY,T02002,0.76,Repeated communication was detected between connected entities.
A00685,P0113,DENSE_NETWORK_CLUSTER,T02377,0.8,Entity is located in a densely connected synthetic graph cluster.
A00686,P0128,UNUSUAL_TRANSACTION,C03650,0.61,Transaction pattern deviates from the synthetic baseline.
A00687,P0220,DENSE_NETWORK_CLUSTER,T01930,0.64,Entity is located in a densely connected synthetic graph cluster.
A00688,P0325,HIGH_CALL_ACTIVITY,T01998,0.8,Repeated communication was detected between connected entities.
A00689,P0284,LOCATION_ASSOCIATION,C03673,0.67,A linked vehicle/person was observed at a monitored synthetic location.
A00690,P0099,DENSE_NETWORK_CLUSTER,C04294,0.91,Entity is located in a densely connected synthetic graph cluster.
A00691,P0183,LOCATION_ASSOCIATION,T02905,0.66,A linked vehicle/person was observed at a monitored synthetic location.
A00692,P0126,LOCATION_ASSOCIATION,C04236,0.8,A linked vehicle/person was observed at a monitored synthetic location.
A00693,P0343,UNUSUAL_TRANSACTION,T00796,0.75,Transaction pattern deviates from the synthetic baseline.
A00694,P0143,DENSE_NETWORK_CLUSTER,C01585,0.61,Entity is located in a densely connected synthetic graph cluster.
A00695,P0379,HIGH_CALL_ACTIVITY,T01098,0.79,Repeated communication was detected between connected entities.
A00696,P0328,HIGH_CALL_ACTIVITY,C02086,0.72,Repeated communication was detected between connected entities.
A00697,P0487,LOCATION_ASSOCIATION,F00785,0.62,A linked vehicle/person was observed at a monitored synthetic location.
A00698,P0138,DENSE_NETWORK_CLUSTER,C02434,0.64,Entity is located in a densely connected synthetic graph cluster.
A00699,P0176,LOCATION_ASSOCIATION,T00163,0.69,A linked vehicle/person was observed at a monitored synthetic location.
A00700,P0437,LOCATION_ASSOCIATION,C02421,0.74,A linked vehicle/person was observed at a monitored synthetic location.
A00701,P0261,LOCATION_ASSOCIATION,T02362,0.65,A linked vehicle/person was observed at a monitored synthetic location.
A00702,P0033,HIGH_CALL_ACTIVITY,C04731,0.62,Repeated communication was detected between connected entities.
A00703,P0428,HIGH_CALL_ACTIVITY,T02211,0.64,Repeated communication was detected between connected entities.
A00704,P0012,LOCATION_ASSOCIATION,C00773,0.82,A linked vehicle/person was observed at a monitored synthetic location.
A00705,P0239,HIGH_CALL_ACTIVITY,C01413,0.68,Repeated communication was detected between connected entities.
A00706,P0056,HIGH_CALL_ACTIVITY,C05496,0.97,Repeated communication was detected between connected entities.
A00707,P0213,UNUSUAL_TRANSACTION,F00626,0.74,Transaction pattern deviates from the synthetic baseline.
A00708,P0336,LOCATION_ASSOCIATION,T02232,0.82,A linked vehicle/person was observed at a monitored synthetic location.
A00709,P0213,LOCATION_ASSOCIATION,F00438,0.93,A linked vehicle/person was observed at a monitored synthetic location.
A00710,P0191,LOCATION_ASSOCIATION,T01706,0.6,A linked vehicle/person was observed at a monitored synthetic location.
A00711,P0488,DENSE_NETWORK_CLUSTER,C02720,0.77,Entity is located in a densely connected synthetic graph cluster.
A00712,P0426,LOCATION_ASSOCIATION,C03472,0.96,A linked vehicle/person was observed at a monitored synthetic location.
A00713,P0294,DENSE_NETWORK_CLUSTER,C04292,0.87,Entity is located in a densely connected synthetic graph cluster.
A00714,P0173,DENSE_NETWORK_CLUSTER,C03479,0.97,Entity is located in a densely connected synthetic graph cluster.
A00715,P0221,LOCATION_ASSOCIATION,C01977,0.69,A linked vehicle/person was observed at a monitored synthetic location.
A00716,P0072,DENSE_NETWORK_CLUSTER,C04613,0.84,Entity is located in a densely connected synthetic graph cluster.
A00717,P0060,UNUSUAL_TRANSACTION,C00275,0.63,Transaction pattern deviates from the synthetic baseline.
A00718,P0085,UNUSUAL_TRANSACTION,C00791,0.67,Transaction pattern deviates from the synthetic baseline.
A00719,P0346,UNUSUAL_TRANSACTION,C00456,0.76,Transaction pattern deviates from the synthetic baseline.
A00720,P0214,HIGH_CALL_ACTIVITY,T00172,0.75,Repeated communication was detected between connected entities.
A00721,P0001,HIGH_CALL_ACTIVITY,C00068,0.72,Repeated communication was detected between connected entities.
A00722,P0007,HIGH_CALL_ACTIVITY,C03025,0.87,Repeated communication was detected between connected entities.
A00723,P0410,HIGH_CALL_ACTIVITY,C01705,0.67,Repeated communication was detected between connected entities.
A00724,P0182,HIGH_CALL_ACTIVITY,F00181,0.73,Repeated communication was detected between connected entities.
A00725,P0093,UNUSUAL_TRANSACTION,C02124,0.89,Transaction pattern deviates from the synthetic baseline.
A00726,P0482,UNUSUAL_TRANSACTION,C03548,0.72,Transaction pattern deviates from the synthetic baseline.
A00727,P0069,HIGH_CALL_ACTIVITY,C04030,0.79,Repeated communication was detected between connected entities.
A00728,P0070,LOCATION_ASSOCIATION,C05223,0.85,A linked vehicle/person was observed at a monitored synthetic location.
A00729,P0401,DENSE_NETWORK_CLUSTER,F00202,0.9,Entity is located in a densely connected synthetic graph cluster.
A00730,P0245,DENSE_NETWORK_CLUSTER,C03287,0.87,Entity is located in a densely connected synthetic graph cluster.
A00731,P0082,HIGH_CALL_ACTIVITY,C05802,0.81,Repeated communication was detected between connected entities.
A00732,P0470,DENSE_NETWORK_CLUSTER,C00026,0.62,Entity is located in a densely connected synthetic graph cluster.
A00733,P0003,UNUSUAL_TRANSACTION,C04589,0.85,Transaction pattern deviates from the synthetic baseline.
A00734,P0478,HIGH_CALL_ACTIVITY,C05885,0.96,Repeated communication was detected between connected entities.
A00735,P0364,LOCATION_ASSOCIATION,C01554,0.84,A linked vehicle/person was observed at a monitored synthetic location.
A00736,P0029,DENSE_NETWORK_CLUSTER,T00865,0.73,Entity is located in a densely connected synthetic graph cluster.
A00737,P0358,HIGH_CALL_ACTIVITY,C03301,0.72,Repeated communication was detected between connected entities.
A00738,P0024,UNUSUAL_TRANSACTION,F00503,0.64,Transaction pattern deviates from the synthetic baseline.
A00739,P0164,UNUSUAL_TRANSACTION,F00232,0.65,Transaction pattern deviates from the synthetic baseline.
A00740,P0267,UNUSUAL_TRANSACTION,T00617,0.91,Transaction pattern deviates from the synthetic baseline.
A00741,P0179,UNUSUAL_TRANSACTION,C05743,0.65,Transaction pattern deviates from the synthetic baseline.
A00742,P0475,UNUSUAL_TRANSACTION,C01544,0.84,Transaction pattern deviates from the synthetic baseline.
A00743,P0357,DENSE_NETWORK_CLUSTER,C04523,0.6,Entity is located in a densely connected synthetic graph cluster.
A00744,P0059,HIGH_CALL_ACTIVITY,F00744,0.94,Repeated communication was detected between connected entities.
A00745,P0218,DENSE_NETWORK_CLUSTER,T00843,0.7,Entity is located in a densely connected synthetic graph cluster.
A00746,P0137,LOCATION_ASSOCIATION,C04923,0.93,A linked vehicle/person was observed at a monitored synthetic location.
A00747,P0212,DENSE_NETWORK_CLUSTER,C01389,0.82,Entity is located in a densely connected synthetic graph cluster.
A00748,P0415,HIGH_CALL_ACTIVITY,C04905,0.77,Repeated communication was detected between connected entities.
A00749,P0394,HIGH_CALL_ACTIVITY,C02714,0.64,Repeated communication was detected between connected entities.
A00750,P0344,HIGH_CALL_ACTIVITY,C02286,0.73,Repeated communication was detected between connected entities.
A00751,P0268,UNUSUAL_TRANSACTION,T02183,0.75,Transaction pattern deviates from the synthetic baseline.
A00752,P0349,HIGH_CALL_ACTIVITY,F00610,0.87,Repeated communication was detected between connected entities.
A00753,P0447,DENSE_NETWORK_CLUSTER,C00013,0.76,Entity is located in a densely connected synthetic graph cluster.
A00754,P0192,HIGH_CALL_ACTIVITY,T00297,0.94,Repeated communication was detected between connected entities.
A00755,P0054,HIGH_CALL_ACTIVITY,C01373,0.64,Repeated communication was detected between connected entities.
A00756,P0071,HIGH_CALL_ACTIVITY,T01571,0.95,Repeated communication was detected between connected entities.
A00757,P0497,HIGH_CALL_ACTIVITY,T02237,0.9,Repeated communication was detected between connected entities.
A00758,P0047,LOCATION_ASSOCIATION,T02562,0.62,A linked vehicle/person was observed at a monitored synthetic location.
A00759,P0085,HIGH_CALL_ACTIVITY,C05506,0.88,Repeated communication was detected between connected entities.
A00760,P0238,LOCATION_ASSOCIATION,T01449,0.71,A linked vehicle/person was observed at a monitored synthetic location.
A00761,P0138,UNUSUAL_TRANSACTION,C02085,0.91,Transaction pattern deviates from the synthetic baseline.
A00762,P0009,LOCATION_ASSOCIATION,C04037,0.8,A linked vehicle/person was observed at a monitored synthetic location.
A00763,P0096,HIGH_CALL_ACTIVITY,C03928,0.91,Repeated communication was detected between connected entities.
A00764,P0383,UNUSUAL_TRANSACTION,C01328,0.73,Transaction pattern deviates from the synthetic baseline.
A00765,P0336,HIGH_CALL_ACTIVITY,T01792,0.88,Repeated communication was detected between connected entities.
A00766,P0081,LOCATION_ASSOCIATION,C05933,0.66,A linked vehicle/person was observed at a monitored synthetic location.
A00767,P0189,HIGH_CALL_ACTIVITY,C03603,0.71,Repeated communication was detected between connected entities.
A00768,P0216,HIGH_CALL_ACTIVITY,C03502,0.66,Repeated communication was detected between connected entities.
A00769,P0039,UNUSUAL_TRANSACTION,C04155,0.78,Transaction pattern deviates from the synthetic baseline.
A00770,P0035,UNUSUAL_TRANSACTION,T02108,0.92,Transaction pattern deviates from the synthetic baseline.
A00771,P0337,HIGH_CALL_ACTIVITY,F00316,0.74,Repeated communication was detected between connected entities.
A00772,P0417,UNUSUAL_TRANSACTION,F00682,0.84,Transaction pattern deviates from the synthetic baseline.
A00773,P0464,UNUSUAL_TRANSACTION,C00691,0.77,Transaction pattern deviates from the synthetic baseline.
A00774,P0223,HIGH_CALL_ACTIVITY,C03843,0.78,Repeated communication was detected between connected entities.
A00775,P0259,LOCATION_ASSOCIATION,C05665,0.76,A linked vehicle/person was observed at a monitored synthetic location.
A00776,P0057,HIGH_CALL_ACTIVITY,C03561,0.84,Repeated communication was detected between connected entities.
A00777,P0325,UNUSUAL_TRANSACTION,C01245,0.76,Transaction pattern deviates from the synthetic baseline.
A00778,P0498,LOCATION_ASSOCIATION,C03694,0.97,A linked vehicle/person was observed at a monitored synthetic location.
A00779,P0079,UNUSUAL_TRANSACTION,C02093,0.96,Transaction pattern deviates from the synthetic baseline.
A00780,P0427,DENSE_NETWORK_CLUSTER,T00616,0.69,Entity is located in a densely connected synthetic graph cluster.
A00781,P0380,DENSE_NETWORK_CLUSTER,T01405,0.94,Entity is located in a densely connected synthetic graph cluster.
A00782,P0301,LOCATION_ASSOCIATION,T02531,0.83,A linked vehicle/person was observed at a monitored synthetic location.
A00783,P0263,HIGH_CALL_ACTIVITY,C02522,0.79,Repeated communication was detected between connected entities.
A00784,P0193,LOCATION_ASSOCIATION,T00747,0.7,A linked vehicle/person was observed at a monitored synthetic location.
A00785,P0065,DENSE_NETWORK_CLUSTER,T00906,0.69,Entity is located in a densely connected synthetic graph cluster.
A00786,P0173,DENSE_NETWORK_CLUSTER,T02288,0.84,Entity is located in a densely connected synthetic graph cluster.
